subjectId	subjectName	domainId	domainName	competencyId	competencyName	learningOutcomeId	learningOutcomeName	indicatorId	indicatorName	difficulty
English	English	Writing with purpose	Writing with purpose	Make efforts to write in conventional ways	Make efforts to write in conventional ways	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	Traces and writes uppercase letters G to L, saying their names aloud, and follows the conventional pattern of letter formation.	Traces and writes uppercase letters G to L, saying their names aloud, and follows the conventional pattern of letter formation.	0.25
English	English	Writing with purpose	Writing with purpose	Make efforts to write in conventional ways	Make efforts to write in conventional ways	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	Traces and writes uppercase letters M to S, saying their names aloud, and follows the conventional pattern of letter formation.	Traces and writes uppercase letters M to S, saying their names aloud, and follows the conventional pattern of letter formation.	0.25
English	English	Writing with purpose	Writing with purpose	Make efforts to write in conventional ways	Make efforts to write in conventional ways	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	Traces and writes uppercase letters T to Z, saying their names aloud, and follows the conventional pattern of letter formation.	Traces and writes uppercase letters T to Z, saying their names aloud, and follows the conventional pattern of letter formation.	0.25
English	English	Writing with purpose	Writing with purpose	Make efforts to write in conventional ways	Make efforts to write in conventional ways	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	Traces and writes the lowercase letters a - f follows the conventional flow of writing, and listens to words that begin with the same initial sound (e. g., ant, axe, apple).	Traces and writes the lowercase letters a - f follows the conventional flow of writing, and listens to words that begin with the same initial sound (e. g., ant, axe, apple).	0.25
English	English	Writing with purpose	Writing with purpose	Make efforts to write in conventional ways	Make efforts to write in conventional ways	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	Traces and writes the lowercase letters g - l follows the conventional flow of writing, and listens to words that begin with the same initial sound.	Traces and writes the lowercase letters g - l follows the conventional flow of writing, and listens to words that begin with the same initial sound.	0.25
English	English	Writing with purpose	Writing with purpose	Make efforts to write in conventional ways	Make efforts to write in conventional ways	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	Traces and writes the lowercase letters m - s follows the conventional flow of writing, and listens to words that begin with the same initial sound.	Traces and writes the lowercase letters m - s follows the conventional flow of writing, and listens to words that begin with the same initial sound.	0.25
English	English	Writing with purpose	Writing with purpose	Make efforts to write in conventional ways	Make efforts to write in conventional ways	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	 Expresses by drawing symbolic pictures, paying attention to name, figures colours, size, etc. and talks about it.	Traces and writes the lowercase letters t - z follows the conventional flow of writing, and listens to words that begin with the same initial sound.	Traces and writes the lowercase letters t - z follows the conventional flow of writing, and listens to words that begin with the same initial sound.	0.25
English	English	Reading with comprehension	Reading with comprehension	Print Awareness and Meaning Making	Print Awareness and Meaning Making	 Attempts to understand the flow and directionality of the print during the read aloud sessions.	 Attempts to understand the flow and directionality of the print during the read aloud sessions.	Matches uppercase and lowercase letters by correctly pairing each letter with its corresponding form for A-F.	Matches uppercase and lowercase letters by correctly pairing each letter with its corresponding form for A-F.	0.33333333
English	English	Reading with comprehension	Reading with comprehension	Print Awareness and Meaning Making	Print Awareness and Meaning Making	 Attempts to understand the flow and directionality of the print during the read aloud sessions.	 Attempts to understand the flow and directionality of the print during the read aloud sessions.	Matches uppercase and lowercase letters by correctly pairing each letter with its corresponding form for G-L.	Matches uppercase and lowercase letters by correctly pairing each letter with its corresponding form for G-L.	0.33333333
English	English	Reading with comprehension	Reading with comprehension	Print Awareness and Meaning Making	Print Awareness and Meaning Making	 Attempts to understand the flow and directionality of the print during the read aloud sessions.	 Attempts to understand the flow and directionality of the print during the read aloud sessions.	Matches uppercase and lowercase letters by correctly pairing each letter with its corresponding form for M-S.	Matches uppercase and lowercase letters by correctly pairing each letter with its corresponding form for M-S.	0.33333333
English	English	Reading with comprehension	Reading with comprehension	Print Awareness and Meaning Making	Print Awareness and Meaning Making	 Attempts to understand the flow and directionality of the print during the read aloud sessions.	 Attempts to understand the flow and directionality of the print during the read aloud sessions.	Matches uppercase and lowercase letters by correctly pairing each letter with its corresponding form for T-Z.	Matches uppercase and lowercase letters by correctly pairing each letter with its corresponding form for T-Z.	0.33333333
English	English	Reading with comprehension	Reading with comprehension	Print Awareness and Meaning Making	Print Awareness and Meaning Making	 Attempts to understand the flow and directionality of the print during the read aloud sessions.	 Attempts to understand the flow and directionality of the print during the read aloud sessions.	Matches uppercase and lowercase letters by correctly pairing each letter with its corresponding form for Aa-Zz.	Matches uppercase and lowercase letters by correctly pairing each letter with its corresponding form for Aa-Zz.	0.33333333
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awarenes	Identifies a particular sound in different words for example- 'n' sound in name, mail, net.	Identifies a particular sound in different words for example- 'n' sound in name, mail, net.	Learns the phonetic sounds of letters A-Z by recognizing them through visual and auditory cues.	Learns the phonetic sounds of letters A-Z by recognizing them through visual and auditory cues.	0.33333333
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awarenes	Identifies a particular sound in different words for example- 'n' sound in name, mail, net.	Identifies a particular sound in different words for example- 'n' sound in name, mail, net.	Identifies and writes the five vowels and distinguishes between their short and long phonetic sounds.	Identifies and writes the five vowels and distinguishes between their short and long phonetic sounds.	0.33333333
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awarenes	Identifies a particular sound in different words for example- 'n' sound in name, mail, net.	Identifies a particular sound in different words for example- 'n' sound in name, mail, net.	Identifies ending vowel sounds in words by recognizing the vowel sound at the end of a word.	Identifies ending vowel sounds in words by recognizing the vowel sound at the end of a word.	0.41666667
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awarenes	Identifies a particular sound in different words for example- 'n' sound in name, mail, net.	Identifies a particular sound in different words for example- 'n' sound in name, mail, net.	Identifies medial vowel sounds in words by recognizing the vowel sound in the middle of a word.	Identifies medial vowel sounds in words by recognizing the vowel sound in the middle of a word.	0.41666667
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awarenes	Identifies a particular sound in different words for example- 'n' sound in name, mail, net.	Identifies a particular sound in different words for example- 'n' sound in name, mail, net.	Identifies beginning vowel sounds in words by recognizing the vowel sound at the start of a word.	Identifies beginning vowel sounds in words by recognizing the vowel sound at the start of a word.	0.41666667
English	English	Reading with comprehension	Reading with comprehension	Prediction and use of previous experiences with knowledge.	Prediction and use of previous experiences with knowledge.	 Reads with the understanding of print awareness.	 Reads with the understanding of print awareness.	Identifies images corresponding to common nouns using both reading and auditory cues.	Identifies images corresponding to common nouns using both reading and auditory cues.	0
English	English	Reading with comprehension	Reading with comprehension	Prediction and use of previous experiences with knowledge.	Prediction and use of previous experiences with knowledge.	 Reads with the understanding of print awareness.	 Reads with the understanding of print awareness.	Identifies images corresponding to community helpers using both reading and auditory cues.	Identifies images corresponding to community helpers using both reading and auditory cues.	0
English	English	Reading with comprehension	Reading with comprehension	Prediction and use of previous experiences with knowledge.	Prediction and use of previous experiences with knowledge.	Reads with the understanding of print awareness.	Reads with the understanding of print awareness.	Identifies and reads words with the letter sound and uses them meaningfully in simple sentences.	Identifies and reads words with the letter sound and uses them meaningfully in simple sentences.	0
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies and reads word family 'a' by recognizing onset-rime patterns and manipulating sounds to form related words	Identifies and reads word family 'a' by recognizing onset-rime patterns and manipulating sounds to form related words	0.5
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies and reads word family 'e' by recognizing onset-rime patterns and manipulating sounds to form related words.	Identifies and reads word family 'e' by recognizing onset-rime patterns and manipulating sounds to form related words.	0.5
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies and reads word family 'i' by recognizing onset-rime patterns and manipulating sounds to form related words.	Identifies and reads word family 'i' by recognizing onset-rime patterns and manipulating sounds to form related words.	0.5
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies and reads word family 'o' by recognizing onset-rime patterns and manipulating sounds to form related words.	Identifies and reads word family 'o' by recognizing onset-rime patterns and manipulating sounds to form related words.	0.5
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies and reads word family 'u' by recognizing onset-rime patterns and manipulating sounds to form related words.	Identifies and reads word family 'u' by recognizing onset-rime patterns and manipulating sounds to form related words.	0.5
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies and reads words with consonant digraphs	Identifies and reads words with consonant digraphs	0.08333333
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies and reads words with consonant blends.	Identifies and reads words with consonant blends.	0.08333333
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies repeated sounds in words occurring in familiar stories/poems.	Identifies and reads words with vowel blends.	Identifies and reads words with vowel blends.	0.33333333
English	English	Reading with comprehension	Reading with comprehension	Prediction and use of previous experiences with knowledge.	Prediction and use of previous experiences with knowledge.	 Identifies repeated sounds, words etc. in stories, poems, songs.	 Identifies repeated sounds, words etc. in stories, poems, songs.	Recognizes high-frequency sight words of 2-4 letters by sight, understands their meaning, and reads them accurately in isolation and simple sentences.	Recognizes high-frequency sight words of 2-4 letters by sight, understands their meaning, and reads them accurately in isolation and simple sentences.	0.66666667
English	English	Reading with comprehension	Reading with comprehension	Prediction and use of previous experiences with knowledge.	Prediction and use of previous experiences with knowledge.	 Identifies repeated sounds, words etc. in stories, poems, songs.	 Identifies repeated sounds, words etc. in stories, poems, songs.	Recognizes longer, high-frequency sight words by sight without relying on phonetic decoding, understands their meaning through printed text, and accurately reads them both in isolation and within meaningful sentences.	Recognizes longer, high-frequency sight words by sight without relying on phonetic decoding, understands their meaning through printed text, and accurately reads them both in isolation and within meaningful sentences.	0.75
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	 Shows awareness of figures of letters and sounds while reading story, poems and make use of it while writing.	 Shows awareness of figures of letters and sounds while reading story, poems and make use of it while writing.	Identifies the beginning, middle, and ending sounds in words through auditory discrimination.	Identifies the beginning, middle, and ending sounds in words through auditory discrimination.	0.66666667
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	 Talks about birds, animals in their surroundings (home, school, neighbourhood) and writes a few words about them by using invented spelling/conventional writing.	 Talks about birds, animals in their surroundings (home, school, neighbourhood) and writes a few words about them by using invented spelling/conventional writing.	Decodes words by identifying the individual phonetic sounds of each lettersnd blends these sounds together to accurately read the complete word (e.g., /c/-/a/-/t/ -> cat).	Decodes words by identifying the individual phonetic sounds of each lettersnd blends these sounds together to accurately read the complete word (e.g., /c/-/a/-/t/ -> cat).	0.75
English	English	Reading with comprehension	Reading with comprehension	Phonological Awareness	Phonological Awareness	 Talks about birds, animals in their surroundings (home, school, neighbourhood) and writes a few words about them by using invented spelling/conventional writing.	 Talks about birds, animals in their surroundings (home, school, neighbourhood) and writes a few words about them by using invented spelling/conventional writing.	Reads longer and more complex words by applying phonics knowledge, breaking words into smaller sound units or chunks, and blending them smoothly to read the whole word with accuracy and understanding.	Reads longer and more complex words by applying phonics knowledge, breaking words into smaller sound units or chunks, and blending them smoothly to read the whole word with accuracy and understanding.	0.83333333
English	English	Reading with comprehension	Reading with comprehension	Prediction and use of previous experiences with knowledge.	Prediction and use of previous experiences with knowledge.	Relates the picture with the text to predict and understand.	Relates the picture with the text to predict and understand.	Identifies and names key details in pictures by observing and labeling specific features shown.	Identifies and names key details in pictures by observing and labeling specific features shown.	0.08333333
English	English	Writing with purpose	Writing with purpose	Make efforts to write in conventional ways	Make efforts to write in conventional ways	Understands events and characters in a picture story/story board (story books) and writes about them (conventional writing).	Understands events and characters in a picture story/story board (story books) and writes about them (conventional writing).	Traces and writes words by following correct letter formation and writing sequence, while decoding individual letters to understand and reinforce correct spelling.	Traces and writes words by following correct letter formation and writing sequence, while decoding individual letters to understand and reinforce correct spelling.	0.83333333
English	English	Writing with purpose	Writing with purpose	Make efforts to write in conventional ways	Make efforts to write in conventional ways	Understands events and characters in a picture story/story board (story books) and writes about them (conventional writing).	Understands events and characters in a picture story/story board (story books) and writes about them (conventional writing).	Identifies the correct spelling of words.	Identifies the correct spelling of words.	0.91666667
English	English	Reading with comprehension	Reading with comprehension	Prediction and use of previous experiences with knowledge.	Prediction and use of previous experiences with knowledge	Predicts and reads textbooks and children's literature in familiar context.	Predicts and reads textbooks and children's literature in familiar context.	Recognizes longer and more complex high-frequency sight words by sight without relying on phonetic decoding, understands their meaning through printed text, and accurately reads them both in isolation and within meaningful sentences.	Recognizes longer and more complex high-frequency sight words by sight without relying on phonetic decoding, understands their meaning through printed text, and accurately reads them both in isolation and within meaningful sentences.	1
English	English	Reading with comprehension	Reading with comprehension	Prediction and use of previous experiences with knowledge.	Prediction and use of previous experiences with knowledge	 Writes making use of appropriate words/sentences (conventional writing) and different forms of expressions.	 Writes making use of appropriate words/sentences (conventional writing) and different forms of expressions.	Reads and understands simple sentences related to everyday life.	Reads and understands simple sentences related to everyday life.	0.91666667
English	English	Writing with purpose	Writing with purpose	Write meaningful sentences using naming words and action words	Write meaningful sentences using naming words and action words	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies naming words (nouns) in isolation and in simple sentences.	Identifies naming words (nouns) in isolation and in simple sentences.	0.41666667
English	English	Writing with purpose	Writing with purpose	Write meaningful sentences using naming words and action words	Write meaningful sentences using naming words and action words	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies and uses the pronoun in simple sentences by recognizing words used in place of naming words.	Identifies and uses the pronoun in simple sentences by recognizing words used in place of naming words.	0.5
English	English	Writing with purpose	Writing with purpose	Write meaningful sentences using naming words and action words	Write meaningful sentences using naming words and action words	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies action words (verbs) in simple sentences by recognizing words that show actions.	Identifies action words (verbs) in simple sentences by recognizing words that show actions.	0.58333333
English	English	Writing with purpose	Writing with purpose	Write meaningful sentences using naming words and action words	Write meaningful sentences using naming words and action words	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies and uses articles correctly in simple sentences by recognizing it as a word used to refer to a specific noun.	Identifies and uses articles correctly in simple sentences by recognizing it as a word used to refer to a specific noun.	0.5
English	English	Writing with purpose	Writing with purpose	Write meaningful sentences using naming words and action words	Write meaningful sentences using naming words and action words	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies and uses different grammar words and sentence structures to form meaningful sentences.	Identifies and uses different grammar words and sentence structures to form meaningful sentences.	0.66666667
English	English	Writing with purpose	Writing with purpose	Write meaningful sentences using naming words and action words	Write meaningful sentences using naming words and action words	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies and uses prepositions to show position, place, or direction in simple sentences.	Identifies and uses prepositions to show position, place, or direction in simple sentences.	0.5
English	English	Writing with purpose	Writing with purpose	Write meaningful sentences using naming words and action words	Write meaningful sentences using naming words and action words	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies and uses basic punctuations correctly in sentences.	Identifies and uses basic punctuations correctly in sentences.	0.41666667
English	English	Writing with purpose	Writing with purpose	Write meaningful sentences using naming words and action words	Write meaningful sentences using naming words and action words	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies and uses adjectives in simple sentences by recognizing words that describe nouns, such as size, color, number, or quality.	Identifies and uses adjectives in simple sentences by recognizing words that describe nouns, such as size, color, number, or quality.	0.58333333
English	English	Writing with purpose	Writing with purpose	Write meaningful sentences using naming words and action words	Write meaningful sentences using naming words and action words	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies the features of language (naming words, action words, repetition, punctuation marks) in different stories/poems/texts.	Identifies and distinguishes between singular and plural forms when presented in isolation and sentences by recognizing whether a word or object refers to one or more than one.	Identifies and distinguishes between singular and plural forms when presented in isolation and sentences by recognizing whether a word or object refers to one or more than one.	1
English	English	Reading with comprehension	Reading with comprehension	 Independent reading for pleasure and various purposes.	 Independent reading for pleasure and various purposes.	 Writes about familiar texts in different forms of expressions about themes, events, characters, title, etc.	 Writes about familiar texts in different forms of expressions about themes, events, characters, title, etc.	Reads and understands/creates longer and more complex sentences.	Reads and understands/creates longer and more complex sentences.	1
